Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,STITCH Total Targets,TTD Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,STITCH Identified Targets,TTD Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,STITCH Percentage,TTD Percentage
ivermectin,"hypertension, renovascular",14,1,7.14,9.0,1.0,,1.0,1.0,0.0,,0.0,11.11,0.0,,0.0
ivermectin,idiopathic pulmonary hypertension,11,2,18.18,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,renal hypertension,3,0,0.0,9.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
ivermectin,ocular hypertension,19,5,26.32,9.0,1.0,,1.0,5.0,0.0,,0.0,55.56,0.0,,0.0
ivermectin,"hypertension, portal",0,0,0.0,9.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
ivermectin,phen_tp_hypertension,6,5,83.33,9.0,1.0,,1.0,5.0,0.0,,0.0,55.56,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Dis_hypertension,5,4,80.0,9.0,1.0,,1.0,4.0,0.0,,0.0,44.44,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Sig_hypertension,19,2,10.53,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,pancreatitis,10,2,20.0,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,acute pancreatitis,17,1,5.88,9.0,1.0,,1.0,1.0,0.0,,0.0,11.11,0.0,,0.0
ivermectin,pancreatitis idiopathic,10,2,20.0,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,adenocarcinoma of pancreas,3,0,0.0,9.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
ivermectin,phen_tp_pancreatitis,4,2,50.0,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Dis_pancreatitis,4,2,50.0,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Sig_pancreatitis,17,3,17.65,9.0,1.0,,1.0,3.0,0.0,,0.0,33.33,0.0,,0.0
ivermectin,thrombocytopenia 5,8,1,12.5,9.0,1.0,,1.0,1.0,0.0,,0.0,11.11,0.0,,0.0
ivermectin,thrombocytopenia 6,17,2,11.76,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,macrothrombocytopenia,5,0,0.0,9.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
ivermectin,idiopathic thrombocytopenia,15,4,26.67,9.0,1.0,,1.0,4.0,0.0,,0.0,44.44,0.0,,0.0
ivermectin,thrombocytopenia due to platelet alloimmunization,15,1,6.67,9.0,1.0,,1.0,1.0,0.0,,0.0,11.11,0.0,,0.0
ivermectin,phen_tp_thrombocytopenia,12,4,33.33,9.0,1.0,,1.0,4.0,0.0,,0.0,44.44,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,2,14.29,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,myocardial infarction,5,1,20.0,9.0,1.0,,1.0,1.0,0.0,,0.0,11.11,0.0,,0.0
ivermectin,old myocardial infarction,15,4,26.67,9.0,1.0,,1.0,4.0,0.0,,0.0,44.44,0.0,,0.0
ivermectin,acute myocardial infarction,6,2,33.33,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
ivermectin,phen_sig_tp_noFP_Sig_myocardial infarction,17,2,11.76,9.0,1.0,,1.0,2.0,0.0,,0.0,22.22,0.0,,0.0
eptifibatide,hypertension,8,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,prehypertension,17,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,hypertensive disease,15,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,genetic hypertension,8,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,pulmonary hypertension,22,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,essential hypertension,7,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,"hypertension, renovascular",14,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,idiopathic pulmonary hypertension,11,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,renal hypertension,3,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,ocular hypertension,19,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,"hypertension, portal",0,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_tp_hypertension,6,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,pancreatitis,10,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,acute pancreatitis,17,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,pancreatitis idiopathic,10,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,adenocarcinoma of pancreas,3,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_tp_pancreatitis,4,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,thrombocytopenia 5,8,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,thrombocytopenia 6,17,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,macrothrombocytopenia,5,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,idiopathic thrombocytopenia,15,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,thrombocytopenia due to platelet alloimmunization,15,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_tp_thrombocytopenia,12,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Sig_thrombocytopenia,14,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,myocardial infarction,5,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,old myocardial infarction,15,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,acute myocardial infarction,6,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eptifibatide,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,hypertension,8,1,12.5,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,prehypertension,17,2,11.76,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,hypertensive disease,15,1,6.67,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,genetic hypertension,8,2,25.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,pulmonary hypertension,22,1,4.55,8.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,12.5,50.0,0.0,0.0
solifenacin,essential hypertension,7,2,28.57,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,"hypertension, renovascular",14,2,14.29,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,idiopathic pulmonary hypertension,11,3,27.27,8.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,25.0,50.0,50.0,100.0
solifenacin,renal hypertension,3,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,ocular hypertension,19,3,15.79,8.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
solifenacin,"hypertension, portal",0,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,phen_tp_hypertension,6,2,33.33,8.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Sig_hypertension,19,2,10.53,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,pancreatitis,10,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,acute pancreatitis,17,1,5.88,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,pancreatitis idiopathic,10,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,adenocarcinoma of pancreas,3,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,phen_tp_pancreatitis,4,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Sig_pancreatitis,17,2,11.76,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,thrombocytopenia 5,8,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,thrombocytopenia 6,17,1,5.88,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,macrothrombocytopenia,5,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,idiopathic thrombocytopenia,15,2,13.33,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
solifenacin,thrombocytopenia due to platelet alloimmunization,15,3,20.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,25.0,50.0,50.0,0.0
solifenacin,phen_tp_thrombocytopenia,12,2,16.67,8.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,25.0,50.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,8.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0
solifenacin,myocardial infarction,5,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,old myocardial infarction,15,3,20.0,8.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
solifenacin,acute myocardial infarction,6,0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solifenacin,phen_sig_tp_noFP_Sig_myocardial infarction,17,2,11.76,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
golimumab,hypertension,8,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,prehypertension,17,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,hypertensive disease,15,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,genetic hypertension,8,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,pulmonary hypertension,22,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,essential hypertension,7,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,"hypertension, renovascular",14,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,idiopathic pulmonary hypertension,11,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,renal hypertension,3,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,ocular hypertension,19,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,"hypertension, portal",0,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_tp_hypertension,6,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,pancreatitis,10,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,acute pancreatitis,17,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,pancreatitis idiopathic,10,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,adenocarcinoma of pancreas,3,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_tp_pancreatitis,4,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,thrombocytopenia 5,8,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,thrombocytopenia 6,17,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,macrothrombocytopenia,5,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,idiopathic thrombocytopenia,15,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,thrombocytopenia due to platelet alloimmunization,15,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_tp_thrombocytopenia,12,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Sig_thrombocytopenia,14,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,myocardial infarction,5,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,old myocardial infarction,15,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,acute myocardial infarction,6,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
golimumab,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,hypertension,8,1,12.5,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,prehypertension,17,1,5.88,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,hypertensive disease,15,1,6.67,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,genetic hypertension,8,1,12.5,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,pulmonary hypertension,22,1,4.55,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,essential hypertension,7,2,28.57,4.0,1.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
etonogestrel,"hypertension, renovascular",14,1,7.14,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,idiopathic pulmonary hypertension,11,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,renal hypertension,3,1,33.33,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,ocular hypertension,19,2,10.53,4.0,1.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
etonogestrel,"hypertension, portal",0,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_tp_hypertension,6,1,16.67,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Sig_hypertension,19,1,5.26,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,pancreatitis,10,1,10.0,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,acute pancreatitis,17,1,5.88,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,pancreatitis idiopathic,10,1,10.0,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,adenocarcinoma of pancreas,3,1,33.33,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_tp_pancreatitis,4,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Sig_pancreatitis,17,1,5.88,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,thrombocytopenia 5,8,1,12.5,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,thrombocytopenia 6,17,1,5.88,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
etonogestrel,macrothrombocytopenia,5,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,idiopathic thrombocytopenia,15,2,13.33,4.0,1.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
etonogestrel,thrombocytopenia due to platelet alloimmunization,15,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_tp_thrombocytopenia,12,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Sig_thrombocytopenia,14,2,14.29,4.0,1.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
etonogestrel,myocardial infarction,5,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,old myocardial infarction,15,2,13.33,4.0,1.0,,1.0,2.0,0.0,,0.0,50.0,0.0,,0.0
etonogestrel,acute myocardial infarction,6,0,0.0,4.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
etonogestrel,phen_sig_tp_noFP_Sig_myocardial infarction,17,1,5.88,4.0,1.0,,1.0,1.0,0.0,,0.0,25.0,0.0,,0.0
nebivolol,hypertension,8,1,12.5,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,prehypertension,17,2,11.76,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,hypertensive disease,15,2,13.33,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,genetic hypertension,8,1,12.5,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,pulmonary hypertension,22,1,4.55,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,essential hypertension,7,3,42.86,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,"hypertension, renovascular",14,2,14.29,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,idiopathic pulmonary hypertension,11,1,9.09,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,renal hypertension,3,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,ocular hypertension,19,3,15.79,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,"hypertension, portal",0,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_tp_hypertension,6,3,50.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Sig_hypertension,19,3,15.79,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,pancreatitis,10,1,10.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,acute pancreatitis,17,2,11.76,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,pancreatitis idiopathic,10,1,10.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,adenocarcinoma of pancreas,3,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_tp_pancreatitis,4,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Sig_pancreatitis,17,2,11.76,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,thrombocytopenia 5,8,2,25.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,thrombocytopenia 6,17,2,11.76,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,macrothrombocytopenia,5,1,20.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,idiopathic thrombocytopenia,15,2,13.33,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,thrombocytopenia due to platelet alloimmunization,15,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_tp_thrombocytopenia,12,2,16.67,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Sig_thrombocytopenia,14,3,21.43,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,myocardial infarction,5,1,20.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
nebivolol,old myocardial infarction,15,3,20.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
nebivolol,acute myocardial infarction,6,0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nebivolol,phen_sig_tp_noFP_Sig_myocardial infarction,17,3,17.65,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0
methohexital,hypertension,8,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,prehypertension,17,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,hypertensive disease,15,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,genetic hypertension,8,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,pulmonary hypertension,22,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,essential hypertension,7,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,"hypertension, renovascular",14,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,idiopathic pulmonary hypertension,11,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,renal hypertension,3,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methohexital,ocular hypertension,19,0,0.0,1.0,16.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
